,#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Population,lat,long,PopulationAffected,Cases Recovered,Cases Active,Mortality Rate
23,24.0,Philippines,1286217,"+5,462",22190.0,+126,1210027.0,"+7,854",54000.0,1704.0,11594.0,200.0,13863613.0,124962.0,Asia,86.0,5000.0,8.0,49.0,1.0,487.0,109581000.0,12.879721,121.77401699999999,1.1737591370766831,94.07642722806494,4.198358441849237,1.7252143300858251
24,25.0,Iraq,1237856,"+4,616",16614.0,+25,1155887.0,"+4,372",65355.0,422.0,30146.0,405.0,10807363.0,263193.0,Asia,33.0,2472.0,4.0,112.0,0.6,1592.0,40223000.0,33.223191,43.679291,3.0774830320960644,93.37814737740092,5.279693276116124,1.3421593464829513
25,26.0,Sweden,1081898,0,14525.0,0,1006975.0,"+2,432",60398.0,130.0,106505.0,1430.0,10239089.0,1007968.0,Europe,9.0,699.0,1.0,0,0,5946.0,10099000.0,60.128161,18.643501,10.712922071492228,93.07485548545242,5.582596510946503,1.3425480036010788
26,27.0,Romania,1079294,+140,31383.0,+14,1043482.0,+111,4429.0,272.0,56456.0,1642.0,9288260.0,485856.0,Europe,18.0,609.0,2.0,7.0,0.7,232.0,19238000.0,45.943160999999996,24.96676,5.610219357521571,96.68190502309844,0.4103608469981303,2.907734129903437
27,28.0,Belgium,1072175,+904,25051.0,+10,989310.0,"+3,342",57814.0,336.0,92136.0,2153.0,14319318.0,1230519.0,Europe,11.0,465.0,1.0,78.0,0.9,4968.0,11590000.0,50.503887,4.469936,9.250862812769629,92.27131764870474,5.392216755660224,2.336465595635041
28,29.0,Pakistan,936131,"+1,118",21453.0,+77,869691.0,"+2,244",44987.0,3024.0,4163.0,95.0,13663666.0,60758.0,Asia,240.0,10483.0,16.0,5.0,0.3,200.0,220892000.0,30.375321000000003,69.345116,0.4237957916085689,92.9027027200253,4.805630835855238,2.291666444119466
29,30.0,Portugal,854522,+890,17037.0,0,813489.0,+525,23996.0,70.0,84033.0,1675.0,12089787.0,1188905.0,Europe,12.0,597.0,1.0,88.0,0,2360.0,10197000.0,39.399871999999995,-8.224454,8.380131411199372,95.19813416155465,2.8081196271131694,1.9937462113321833
30,31.0,Israel,839585,0,6418.0,0,832981.0,0,186.0,34.0,90026.0,688.0,14739061.0,1580427.0,Asia,11.0,1453.0,1.0,0,0,20.0,8656000.0,31.046051000000002,34.851612,9.699457024029574,99.21342091628603,0.022153802176075085,0.7644252815379027
31,32.0,Bangladesh,817819,"+2,537",12949.0,+36,757569.0,"+2,267",47301.0,1153.0,4920.0,78.0,6106791.0,36739.0,Asia,203.0,12837.0,27.0,15.0,0.2,285.0,164689000.0,23.684994,90.35633100000001,0.49658386413178784,92.63284418679439,5.783798126480309,1.583357686725302
32,33.0,Hungary,806385,+179,29889.0,+6,720400.0,"+1,823",56096.0,58.0,83673.0,3101.0,5936304.0,615968.0,Europe,12.0,322.0,2.0,19.0,0.6,5821.0,9660000.0,47.162494,19.503304,8.347670807453417,89.33697923448477,6.956478605132784,3.7065421603824475
33,34.0,Japan,765619,"+1,885",13743.0,+98,713807.0,"+3,591",38069.0,1055.0,6071.0,109.0,15106526.0,119785.0,Asia,165.0,9177.0,8.0,15.0,0.8,302.0,126476000.0,36.204824,138.252924,0.6053472595591258,93.23266533354058,4.972316517745772,1.7950181487136552
34,35.0,Jordan,741699,+598,9561.0,+12,723637.0,+830,8501.0,540.0,72025.0,928.0,7471403.0,725537.0,Asia,14.0,1077.0,1.0,58.0,1.0,826.0,10203000.0,30.585164000000002,36.238414,7.269420758600412,97.56478032193652,1.146152280102845,1.2890673979606282
35,36.0,Serbia,714252,+198,6938.0,+8,702339.0,+385,4975.0,20.0,82057.0,797.0,4240178.0,487132.0,Europe,12.0,1255.0,2.0,23.0,0.9,572.0,8737000.0,44.016521000000004,21.005859,8.175025752546642,98.33210127518018,0.6965328763517638,0.9713658484680476
36,37.0,Switzerland,699339,+541,10850.0,+6,663486.0,"+1,700",25003.0,101.0,80257.0,1245.0,7897523.0,906325.0,Europe,12.0,803.0,1.0,62.0,0.7,2869.0,8655000.0,46.818188,8.227511999999999,8.080173310225302,94.873301789261,3.5752331844784857,1.5514650262605119
37,38.0,Austria,647688,+366,10650.0,+3,632188.0,+319,4850.0,124.0,71532.0,1176.0,46426166.0,5127437.0,Europe,14.0,850.0,0.0,40.0,0.3,536.0,9006000.0,47.516231,14.550072,7.191738840772818,97.60687244475736,0.7488173318017317,1.644310223440916
38,39.0,Malaysia,633891,"+6,239",3611.0,+75,548705.0,"+7,386",81575.0,905.0,19354.0,110.0,12920184.0,394472.0,Asia,52.0,9070.0,3.0,190.0,2.0,2491.0,32366000.0,4.210483999999999,101.97576600000001,1.9585089291231539,86.56141197776905,12.868931724854903,0.5696562973760473
39,40.0,Nepal,598813,"+3,449",8179.0,+81,510298.0,"+5,768",80336.0,0,20213.0,276.0,3179203.0,107314.0,Asia,49.0,3622.0,9.0,116.0,3.0,2712.0,29137000.0,28.394857000000002,84.12400799999999,2.055163537769846,85.21825678467235,13.415874404864288,1.3658688104633667
40,41.0,UAE,587244,0,1704.0,0,566677.0,0,18863.0,0,58713.0,170.0,52132968.0,5212273.0,Asia,17.0,5870.0,0.0,0,0,1886.0,9890000.0,23.424076,53.847818000000004,5.937755308392315,96.49770793741614,3.2121230697972223,0.29016899278664404
41,42.0,Lebanon,541940,+139,7780.0,+6,525065.0,0,9095.0,86.0,79735.0,1145.0,4543738.0,668512.0,Asia,13.0,874.0,1.0,20.0,0.9,1338.0,6825000.0,33.854721000000005,35.862285,7.940512820512821,96.88618666273018,1.678230062368528,1.4355832749012805
42,43.0,Morocco,522389,+386,9190.0,+3,509958.0,+298,3241.0,97.0,13998.0,246.0,6593120.0,176669.0,Africa,71.0,4061.0,6.0,10.0,0.08,87.0,36911000.0,31.791702,-7.09262,1.4152664517352551,97.62035571193115,0.6204188832460102,1.7592254048228426
43,44.0,Saudi Arabia,461242,"+1,274",7503.0,+15,443810.0,"+1,028",9929.0,1565.0,13059.0,212.0,20021161.0,566858.0,Asia,77.0,4707.0,2.0,36.0,0.4,281.0,34814000.0,23.885942,45.079162,1.3248750502671338,96.22063905715437,2.1526660625008134,1.6266948803448082
44,45.0,Ecuador,433870,+885,20903.0,+72,398645.0,0,14322.0,479.0,24248.0,1168.0,1452441.0,81174.0,South America,41.0,856.0,12.0,49.0,4.0,800.0,17643000.0,-1.8312389999999998,-78.183406,2.4591622739896843,91.88120865697098,3.300988775439648,4.8178025675893705
45,46.0,Bulgaria,419859,0,17860.0,0,387416.0,0,14583.0,267.0,60855.0,2589.0,2933101.0,425126.0,Europe,16.0,386.0,2.0,0,0,2114.0,6948000.0,42.733883,25.48583,6.042875647668393,92.27288208660526,3.4733088965581302,4.2538090168366045
46,47.0,Greece,412420,+886,12346.0,+15,386567.0,"+1,898",13507.0,381.0,39750.0,1190.0,9910362.0,955186.0,Europe,25.0,840.0,1.0,85.0,1.0,1302.0,10423000.0,39.074208,21.824312,3.956826249640219,93.73139033024587,3.275059405460453,2.993550264293681
47,48.0,Belarus,401853,+834,2939.0,+10,394272.0,"+1,035",4642.0,0,42540.0,311.0,6466165.0,684510.0,Europe,24.0,3214.0,1.0,88.0,1.0,491.0,9449000.0,53.709807,27.953389,4.252862736797545,98.11348926099842,1.1551487733076522,0.7313619656939229
48,49.0,Kazakhstan,396832,"+1,000",4111.0,+15,370871.0,"+1,847",21850.0,221.0,20901.0,217.0,11575012.0,609648.0,Asia,48.0,4618.0,2.0,53.0,0.8,1151.0,18777000.0,48.019573,66.923684,2.113394045907227,93.45793685993064,5.5061083783565845,1.0359547617127651
49,50.0,Bolivia,392975,"+2,981",15177.0,+95,311340.0,"+2,369",66458.0,200.0,33242.0,1284.0,1577440.0,133437.0,South America,30.0,779.0,7.0,252.0,8.0,5622.0,11673000.0,-16.290154,-63.588653,3.3665295982181105,79.22641389401362,16.911508365672116,3.8620777403142696
50,51.0,Slovakia,390693,+147,12430.0,+7,376753.0,+181,1510.0,51.0,71528.0,2276.0,2875030.0,526358.0,Europe,14.0,439.0,2.0,27.0,1.0,276.0,5460000.0,48.669026,19.699023999999998,7.155549450549451,96.4319811207265,0.386492719347416,3.18152615992608
51,52.0,Panama,383733,0,6408.0,0,369273.0,0,8052.0,105.0,87648.0,1464.0,2739532.0,625734.0,North America,11.0,683.0,2.0,0,0,1839.0,4315000.0,8.537981,-80.782127,8.893001158748552,96.2317548920734,2.098333997857886,1.6699111100687198
52,53.0,Paraguay,379131,0,10145.0,0,311605.0,0,57381.0,571.0,52552.0,1406.0,1367636.0,189572.0,South America,19.0,711.0,5.0,0,0,7954.0,7133000.0,-23.442503,-58.44383199999999,5.315168933127716,82.18926967196035,15.134874225531544,2.6758561025081042
53,54.0,Tunisia,358183,0,13126.0,0,314730.0,0,30327.0,424.0,30013.0,1100.0,1525714.0,127845.0,Africa,33.0,909.0,8.0,0,0,2541.0,11819000.0,33.886917,9.537499,3.03056942211693,87.86849180446866,8.466900997534779,3.664607197996555
54,55.0,Croatia,358061,+275,8103.0,+7,348628.0,+159,1330.0,51.0,87727.0,1985.0,2060002.0,504714.0,Europe,11.0,504.0,2.0,67.0,2.0,326.0,4105000.0,45.1,15.2,8.722557856272838,97.36553268856424,0.37144508896528805,2.263022222470473
55,56.0,Georgia,351249,+821,4982.0,+31,335895.0,+866,10372.0,0,88209.0,1251.0,5226145.0,1312445.0,Asia,11.0,799.0,1.0,206.0,8.0,2605.0,3989000.0,42.315407,43.356891999999995,8.805439959889696,95.62874200353595,2.9528909690846095,1.4183670273794373
56,57.0,Azerbaijan,334917,+68,4948.0,+1,327626.0,+239,2343.0,0,32756.0,484.0,3589231.0,351040.0,Asia,31.0,2066.0,3.0,7.0,0.1,229.0,10139000.0,40.143105,47.576927000000005,3.3032547588519576,97.8230427240182,0.6995763129372352,1.4773809630445751
57,58.0,Costa Rica,333820,0,4251.0,0,252688.0,0,76881.0,520.0,64976.0,827.0,1291655.0,251413.0,North America,15.0,1209.0,4.0,0,0,14964.0,5094000.0,9.748917,-83.753428,6.553199842952494,75.69588400934636,23.030675214187287,1.2734407764663591
58,59.0,Uruguay,322978,0,4749.0,0,283397.0,0,34832.0,501.0,92677.0,1363.0,2439191.0,699912.0,South America,11.0,734.0,1.0,0,0,9995.0,3474000.0,-32.522779,-55.765834999999996,9.297006332757627,87.74498572658199,10.784635486008334,1.4703787874096688
59,60.0,Kuwait,321648,"+1,391",1806.0,+5,304916.0,"+1,279",14926.0,158.0,74292.0,417.0,2704930.0,624769.0,Asia,13.0,2397.0,2.0,321.0,1.0,3448.0,4271000.0,29.311659999999996,47.481766,7.530976352142356,94.79804009351838,4.640476545789186,0.561483360692434
60,61.0,Palestine,310544,0,3520.0,0,302357.0,0,4667.0,18.0,59585.0,675.0,1848601.0,354699.0,Asia,17.0,1481.0,3.0,0,0,895.0,5101000.0,31.952162,35.233154,6.087904332483827,97.36365861198412,1.50284661754856,1.133494770467309
61,62.0,Dominican Republic,304428,"+1,440",3686.0,+14,248104.0,+842,52638.0,445.0,27803.0,337.0,1601470.0,146259.0,North America,36.0,2971.0,7.0,132.0,1.0,4807.0,10848000.0,18.735692999999998,-70.162651,2.806305309734513,81.4984167028,17.29078796956916,1.2107953276308356
62,63.0,Denmark,288229,+904,2520.0,0,274334.0,"+1,093",11375.0,17.0,49598.0,434.0,60390217.0,10391880.0,Europe,20.0,2306.0,0.0,156.0,0,1957.0,5792000.0,56.26392,9.501785,4.9763294198895025,95.17918044332805,3.946514750424142,0.8743048062478099
63,64.0,Lithuania,277002,+241,4320.0,+2,261391.0,+518,11291.0,118.0,103105.0,1608.0,3530591.0,1314146.0,Europe,10.0,622.0,1.0,90.0,0.7,4203.0,2722000.0,55.169438,23.881275,10.176414401175606,94.3643006187681,4.076143854557007,1.5595555266748975
64,65.0,Ethiopia,273398,+223,4226.0,+6,248285.0,+783,20887.0,261.0,2325.0,36.0,2764790.0,23508.0,Africa,430.0,27831.0,43.0,2.0,0.05,178.0,114964000.0,9.145,40.489672999999996,0.2378118367488953,90.81449023036014,7.639777906202679,1.5457318634371868
65,66.0,Egypt,269527,0,15437.0,0,197832.0,0,56258.0,90.0,2588.0,148.0,2869589.0,27557.0,Africa,386.0,6746.0,36.0,0,0,540.0,102334000.0,26.820553000000004,30.802497999999996,0.2633797173959779,73.39969650535939,20.87286245904863,5.727441035591982
66,67.0,Ireland,265356,+259,4941.0,0,248248.0,+380,12167.0,27.0,53185.0,990.0,4729538.0,947937.0,Europe,19.0,1010.0,1.0,52.0,0,2439.0,4938000.0,53.41291,-8.243889999999999,5.373754556500607,93.55281207133059,4.585161066642548,1.862026862026862
67,68.0,Guatemala,263836,0,8331.0,0,240961.0,0,14544.0,5.0,14477.0,457.0,1464328.0,80350.0,North America,69.0,2188.0,12.0,0,0,798.0,17916000.0,15.783470999999999,-90.23075899999999,1.4726278187095332,91.32984126502828,5.512515350444973,3.1576433845267515
68,69.0,Slovenia,255907,+255,4392.0,+1,248093.0,+390,3422.0,47.0,123079.0,2112.0,1307855.0,629017.0,Europe,8.0,473.0,2.0,123.0,0.5,1646.0,2079000.0,46.151241,14.995463,12.309139009139008,96.94654698777289,1.3372045313336487,1.7162484808934495
69,70.0,Moldova,255601,+60,6145.0,+4,248260.0,+115,1196.0,48.0,63501.0,1527.0,1152004.0,286200.0,Europe,16.0,655.0,3.0,15.0,1.0,297.0,4034000.0,47.411631,28.369884999999996,6.3361675756073375,97.12794550882039,0.467916792187824,2.404137698991788
70,71.0,Bahrain,253879,0,1161.0,0,233480.0,0,19238.0,335.0,144545.0,661.0,4755524.0,2707539.0,Asia,7.0,1513.0,0.0,0,0,10953.0,1702000.0,25.930414000000003,50.637772,14.91650998824912,91.96506997427909,7.5776255617833685,0.45730446393754504
71,72.0,Venezuela,245300,0,2750.0,0,225266.0,0,17284.0,291.0,8649.0,97.0,3359014.0,118440.0,South America,116.0,10313.0,8.0,0,0,609.0,28436000.0,6.42375,-66.58973,0.8626389084259389,91.8328577252344,7.046066041581736,1.1210762331838564
72,73.0,Honduras,242796,+419,6532.0,+39,86418.0,+37,149846.0,547.0,24155.0,650.0,738148.0,73437.0,North America,41.0,1539.0,14.0,42.0,4.0,14908.0,9905000.0,15.199998999999998,-86.241905,2.4512468450277636,35.59284337468492,61.716832237763384,2.6903243875516893
73,74.0,Oman,228579,"+1,931",2448.0,+14,206844.0,+818,19287.0,329.0,43727.0,468.0,1550000.0,296516.0,Asia,23.0,2135.0,3.0,369.0,3.0,3690.0,5107000.0,21.512583,55.923255000000005,4.475797924417466,90.49125247726168,8.437782998438177,1.0709645243001327
74,75.0,Armenia,223384,+99,4474.0,+11,214690.0,+81,4220.0,0,75253.0,1507.0,1111596.0,374473.0,Asia,13.0,663.0,3.0,33.0,4.0,1422.0,2963000.0,40.069099,45.038189,7.539115761052987,96.10804712960642,1.88912366149769,2.0028292088958923
75,76.0,Qatar,219138,+158,573.0,+3,216123.0,+224,2442.0,95.0,78046.0,204.0,2062349.0,734506.0,Asia,13.0,4900.0,1.0,56.0,1.0,870.0,2881000.0,25.354826,51.183884,7.606317250954529,98.6241546422802,1.1143662897352353,0.26147906798455767
76,77.0,Sri Lanka,213396,"+2,735",1844.0,0,180427.0,"+2,168",31125.0,0,9927.0,86.0,3557469.0,165485.0,Asia,101.0,11658.0,6.0,127.0,0,1448.0,21413000.0,7.873054,80.77179699999999,0.9965721757810676,84.55031959361938,14.585559241972671,0.8641211644079552
77,78.0,Bosnia and Herzegovina,204512,+57,9467.0,+7,176881.0,+178,18164.0,0,62701.0,2902.0,996877.0,305633.0,Europe,16.0,345.0,3.0,17.0,2.0,5569.0,3281000.0,43.915886,17.679076000000002,6.233221578786955,86.48930136128932,8.881630417774996,4.62906822093569
78,80.0,Thailand,185228,"+2,680",1332.0,+35,136252.0,"+4,253",47644.0,1169.0,2647.0,19.0,8124896.0,116130.0,Asia,378.0,52525.0,9.0,38.0,0.5,681.0,69800000.0,15.870032,100.992541,0.2653696275071633,73.5590731422895,25.721813116807397,0.7191137409031032
79,81.0,Kenya,173661,+589,3345.0,+19,118933.0,+312,51383.0,121.0,3165.0,61.0,1845884.0,33639.0,Africa,316.0,16405.0,30.0,11.0,0.3,936.0,53771000.0,0.023559,37.906193,0.32296405125439365,68.48572794121881,29.588105561985707,1.9261664967954808
80,82.0,Nigeria,166918,0,2117.0,0,163259.0,0,1542.0,11.0,791.0,10.0,2133061.0,10115.0,Africa,1263.0,99618.0,99.0,0,0,7.0,206140000.0,9.081999,8.675277000000001,0.0809731250606384,97.80790567823722,0.9238068991960123,1.2682874225667693
81,83.0,North Macedonia,155469,+28,5467.0,+5,149551.0,+23,451.0,25.0,74627.0,2624.0,821365.0,394263.0,Europe,13.0,381.0,3.0,13.0,2.0,216.0,2083000.0,41.608635,21.745275,7.463706192990878,96.19345335726094,0.2900899857849475,3.5164566569541194
82,84.0,Cuba,152420,"+1,161",1045.0,+12,145337.0,"+1,201",6038.0,141.0,13464.0,92.0,4529297.0,400110.0,North America,74.0,10833.0,2.0,103.0,1.0,533.0,11327000.0,21.521757,-77.78116700000001,1.3456343250640064,95.35297205091196,3.961422385513712,0.6856055635743341
83,85.0,S. Korea,145692,+601,1977.0,+2,136174.0,+762,7541.0,146.0,2839.0,39.0,10044783.0,195765.0,Asia,352.0,25954.0,5.0,12.0,0.04,147.0,25779000.0,40.339852,127.510093,0.5651576864890027,93.46704005710677,5.17598770007962,1.3569722428136068
84,87.0,Latvia,135388,+244,2428.0,+5,129172.0,+421,3788.0,61.0,72531.0,1301.0,2749787.0,1473138.0,Europe,14.0,769.0,1.0,131.0,3.0,2029.0,1886000.0,56.879635,24.603189,7.178579003181336,95.40875114485775,2.797884598339587,1.7933642568026709
85,88.0,Albania,132415,+18,2452.0,0,129761.0,+25,202.0,18.0,46060.0,853.0,746964.0,259827.0,Europe,22.0,1172.0,4.0,6.0,0,70.0,2878000.0,41.153332,20.168331,4.600938151494093,97.99569535173508,0.15255069289733036,1.8517539553675941
86,89.0,Algeria,132034,+387,3544.0,+7,91894.0,+243,36596.0,25.0,2961.0,79.0,230861.0,5178.0,Africa,338.0,12582.0,193.0,9.0,0.2,821.0,43851000.0,28.033886,1.6596259999999998,0.30109689630795194,69.59873971855734,27.7171031703955,2.6841571110471545
87,90.0,Estonia,130310,+68,1265.0,+1,125191.0,+200,3854.0,10.0,98172.0,953.0,1458647.0,1098900.0,Europe,10.0,1049.0,1.0,51.0,0.8,2903.0,1327000.0,58.595271999999994,25.013607,9.81989449886963,96.07167523597575,2.957562735016499,0.9707620290077508
88,91.0,Norway,127254,0,789.0,+5,88952.0,0,37513.0,10.0,23303.0,144.0,5847413.0,1070785.0,Europe,43.0,6921.0,1.0,0,0.9,6869.0,5421000.0,60.472024,8.468946,2.347426674045379,69.90114259669637,29.478837600389774,0.6200198029138573
89,96.0,Ghana,94228,0,787.0,0,92362.0,0,1079.0,6.0,2975.0,25.0,1188952.0,37534.0,Africa,336.0,40250.0,27.0,0,0,34.0,31073000.0,7.946527000000001,-1.0231940000000002,0.30324719209603196,98.01969690537844,1.145094876257588,0.8352082183639682
90,97.0,Finland,93520,+126,959.0,0,46000.0,0,46561.0,11.0,16854.0,173.0,5167053.0,931206.0,Europe,59.0,5786.0,1.0,23.0,0,8391.0,5541000.0,61.92411,25.748151,1.687781988810684,49.18733960650128,49.78721129170231,1.0254491017964071
91,98.0,Afghanistan,85892,"+1,842",3356.0,+51,59871.0,+302,22665.0,1124.0,2161.0,84.0,511469.0,12869.0,Asia,463.0,11843.0,78.0,46.0,1.0,570.0,38928000.0,33.93911,67.709953,0.2206432387998356,69.70497834489825,26.387789316816466,3.9072323382852887
92,99.0,Cameroon,79904,0,1302.0,0,74429.0,0,4173.0,122.0,2942.0,48.0,1718937.0,63289.0,Africa,340.0,20860.0,16.0,0,0,154.0,26546000.0,7.369722,12.354722,0.3010020342047766,93.14802763315978,5.222517020424509,1.6294553464156987
93,101.0,Cyprus,72919,0,365.0,0,70701.0,0,1853.0,19.0,59987.0,300.0,7040289.0,5791731.0,Asia,17.0,3330.0,0.0,0,0,1524.0,1207000.0,35.126413,33.429859,6.0413421706710855,96.95826876397098,2.5411758252307357,0.500555410798283
94,103.0,Luxembourg,70291,0,818.0,0,68775.0,0,698.0,2.0,110612.0,1287.0,2950815.0,4643487.0,Europe,9.0,777.0,0.0,0,0,1098.0,626000.0,49.815273,6.129583,11.228594249201278,97.8432516253859,0.9930147529555703,1.163733621658534
95,104.0,Maldives,69213,+341,191.0,+2,53392.0,"+2,179",15630.0,90.0,125975.0,348.0,914782.0,1665005.0,Asia,8.0,2877.0,1.0,621.0,4.0,28448.0,541000.0,3.202778,73.22068,12.793530499075786,77.14157744932311,22.58246283212691,0.27595971854998336
